from,to,label,strength,trust,sensitivity,specificity,statement,quote,source,question,domain,attribution,full.quote,combo.type,definition.type,package,packageNote,fun
135,106,NA,NA,NA,NA,NA,191,Now we are farming avocado so it has been 4 years but this year only it have started giving fruits.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,107,NA,NA,NA,NA,NA,192,"The harvest that we cultivate for self-consumption, we do not use any fertilizer so we have low production.  Due to low production, we have to purchase a lot of food items including grain.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,107,NA,NA,NA,NA,NA,192,"In the meantime, due to plantation of tree at the boundary of the field and the shade of the tree, the production is further low.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,73,NA,NA,NA,NA,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,105,NA,NA,NA,NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,105,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,105,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,105,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,130,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,130,NA,NA,NA,NA,NA,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,116,NA,NA,NA,NA,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,115,NA,NA,NA,NA,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,117,NA,NA,NA,NA,NA,208,"Due to a change in the seasonal pattern  especially climatic abruptions, production rate is comparatively low. Earlier except rice, we used to produce all the goods needed for us. But nowadays we purchase various goods from the market too.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,105,NA,NA,NA,NA,NA,208,We also don�t have enough water supply for own self so there is always lack of water for our crops as well. This is an issue that has adversely affected our production.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,89,NA,NA,NA,NA,NA,214,I have saved some money in various womens group and even in a bank. But we don�t have purchased any assets. My husband is planning to do investment in other sector rather than agriculture. [For driver see answer to E1: My husband is present ward chairperson. Thus his salary and allowance is the main source of income these days.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,73,NA,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,89,NA,NA,NA,NA,NA,217,We all are living happily. We share with each other. We have a feeling of togetherness in the community. We have some saving we don�t have any problem. [For driver see answer to E1: My husband is present ward chairperson. Thus his salary and allowance is the main source of income these days.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,106,NA,NA,NA,NA,NA,219,As our crops often are destroyed by monkey and deer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,117,NA,NA,NA,NA,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,130,NA,NA,NA,NA,NA,222,What we serve them is the waste food from our home which is the main reason that they don�t get weight so now we have left farming pigs.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,65,NA,NA,NA,NA,NA,226,"We have to buy most of the thing in household. We have to spend on education, foods, TV channels, phone charge and so on. [For driver see E4: Income has increased due to remittance money and labour work.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,65,NA,NA,NA,NA,NA,226,"We have to buy most of the thing in household. We have to spend on education, foods, TV channels, phone charge and so on. [For driver see E4: Income has increased due to remittance money and labour work.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,65,NA,NA,NA,NA,NA,227,Altogether we have a good family earning. All family member give money to me and I spend on what we need to. [For driver see E4: Income has increased due to remittance money and labour work.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,65,NA,NA,NA,NA,NA,227,Altogether we have a good family earning. All family member give money to me and I spend on what we need to. [For driver see E4: Income has increased due to remittance money and labour work.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,89,NA,NA,NA,NA,NA,228,We have saved some money in the bank though We havent purchased any assets.[For driver see E4: Income has increased due to remittance money and labour work.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,89,NA,NA,NA,NA,NA,228,We have saved some money in the bank though We havent purchased any assets.[For driver see E4: Income has increased due to remittance money and labour work.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,73,NA,NA,NA,NA,NA,229,"Now, husband earns from labour work. We are getting remittance money also.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,73,NA,NA,NA,NA,NA,229,"Now, husband earns from labour work. We are getting remittance money also.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,73,NA,NA,NA,NA,NA,229,Now from lemon farming we are getting some good amount of money.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,72,NA,NA,NA,NA,NA,230,"We have some saving too. So we can afford our children a quality education. This is something that is adding to our confidence. This is the real change in the last five years. [For driver see answer to H2: Now, husband earns from labour work. We are getting remittance money also.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,72,NA,NA,NA,NA,NA,230,"We have some saving too. So we can afford our children a quality education. This is something that is adding to our confidence. This is the real change in the last five years. [For driver see answer to H2: Now, husband earns from labour work. We are getting remittance money also.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,106,NA,NA,NA,NA,NA,233,Now maize is damaged by monkey.  lentil is destroyed by deer.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,106,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,107,NA,NA,NA,NA,NA,8,See answer to C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,71,NA,NA,NA,NA,NA,14,"From my elder sons earning we have built a house. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,71,NA,NA,NA,NA,NA,14,"From my elder sons earning we have built a house. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,71,NA,NA,NA,NA,NA,14,"From my elder sons earning we have built a house. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,73,NA,NA,NA,NA,NA,15,"I am experiencing the same situation. May be it will get better after we have some saving once all my kids are out from the college after studying and start working. All our son is getting educated so that is good for me and family. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,73,NA,NA,NA,NA,NA,15,"I am experiencing the same situation. May be it will get better after we have some saving once all my kids are out from the college after studying and start working. All our son is getting educated so that is good for me and family. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,73,NA,NA,NA,NA,NA,15,"I am experiencing the same situation. May be it will get better after we have some saving once all my kids are out from the college after studying and start working. All our son is getting educated so that is good for me and family. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,73,NA,NA,NA,NA,NA,16,"Our situation is slightly changed as we have got a modern house. Good earning but not saving enough to choose and do what ever we like to have. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,73,NA,NA,NA,NA,NA,16,"Our situation is slightly changed as we have got a modern house. Good earning but not saving enough to choose and do what ever we like to have. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,73,NA,NA,NA,NA,NA,16,"Our situation is slightly changed as we have got a modern house. Good earning but not saving enough to choose and do what ever we like to have. [For driver see answer to E4: My one son has opened a grocery shop. Another son sends remittance, husband goes to labour work and other son also works as a labour so we have left agriculture work that�s why we can say that the income from non farming and non agricultural work has been increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,80,NA,NA,NA,NA,NA,35,"Yes it has been changed. We purchased TV, cycle. [For driver see answer to E4: Now one son works as a labour so some how income has increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,63,NA,NA,NA,NA,NA,35,Our food behavior has also changed. [For driver see answer to E4: Now one son works as a labour so some how income has increased.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,117,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,106,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,115,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,86,NA,NA,NA,NA,NA,73,In Some of the land I even grow wheat and paddy for household consumption. So my expenses has decresed on staple grains and income has increased. [See answer to C5: we use hybrid seeds and chemical fertilizer thus in the limited land also we produce large amount of grain which is sufficient for our household consumption.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,86,NA,NA,NA,NA,NA,74,"We,  all family member give lots of time in the field, at the same time we use hybrid seeds and chemical fertilizer thus in the limited land also we produce large amount of grain which is sufficient for our household consumption. [See answer to C3: So my expenses has decresed on staple grains and income has increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,86,NA,NA,NA,NA,NA,74,"We,  all family member give lots of time in the field, at the same time we use hybrid seeds and chemical fertilizer thus in the limited land also we produce large amount of grain which is sufficient for our household consumption. [See answer to C3: So my expenses has decresed on staple grains and income has increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,86,NA,NA,NA,NA,NA,74,"We,  all family member give lots of time in the field, at the same time we use hybrid seeds and chemical fertilizer thus in the limited land also we produce large amount of grain which is sufficient for our household consumption. [See answer to C3: So my expenses has decresed on staple grains and income has increased.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,71,NA,NA,NA,NA,NA,80,"We have purchased TV, Fan and motor bike...Basically we have added to luxury items in the household. [For driver see answer to E1: Now we are focusing on agriculture, particullarly mushroom farming and vegetable farming from these we are getting cash directly.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,80,NA,NA,NA,NA,NA,81,"I mean mostly we need to spend on daily consumption and we have got other assets like bike for transportation and TV for intertainment. [For driver see answer to E1: Now we are focusing on agriculture, particullarly mushroom farming and vegetable farming from these we are getting cash directly.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,71,NA,NA,NA,NA,NA,82,"We purchased some assets like motorbike and  TV. [For driver see answer to E1: Now we are focusing on agriculture, particullarly mushroom farming and vegetable farming from these we are getting cash directly.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,73,NA,NA,NA,NA,NA,83,Now I have a good income. I  take part in various social activities.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,73,NA,NA,NA,NA,NA,83,In the time of  emergency I can manage some money,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,73,NA,NA,NA,NA,NA,83,I also have some saving and good income from mushroom and vegetable farming.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,73,NA,NA,NA,NA,NA,84,Now our income level has increased. Children are geeting good education.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,73,NA,NA,NA,NA,NA,84,Now our income level has increased...we are living happily. We also have some saving for any crisis.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,63,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,63,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,80,NA,NA,NA,NA,NA,100,"Yes it has changed. We spend money for the livilihood,motorbike, mobile phone,TV, refregerator etc. [For driver see answer to E4: We all three brothers are engaged in different income generating activities. Vegetable farming, income from business and salary from service is the reason for increased amount of money of my household earning.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,80,NA,NA,NA,NA,NA,100,"Yes it has changed. We spend money for the livilihood,motorbike, mobile phone,TV, refregerator etc. [For driver see answer to E4: We all three brothers are engaged in different income generating activities. Vegetable farming, income from business and salary from service is the reason for increased amount of money of my household earning.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,80,NA,NA,NA,NA,NA,100,"Yes it has changed. We spend money for the livilihood,motorbike, mobile phone,TV, refregerator etc. [For driver see answer to E4: We all three brothers are engaged in different income generating activities. Vegetable farming, income from business and salary from service is the reason for increased amount of money of my household earning.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,80,NA,NA,NA,NA,NA,101,"To meet the needs of todays life style we spend our money on mobile phone, motorbike, TV because we also have good income now. [For driver see answer to E4: We all three brothers are engaged in different income generating activities. Vegetable farming, income from business and salary from service is the reason for increased amount of money of my household earning.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,80,NA,NA,NA,NA,NA,101,"To meet the needs of todays life style we spend our money on mobile phone, motorbike, TV because we also have good income now. [For driver see answer to E4: We all three brothers are engaged in different income generating activities. Vegetable farming, income from business and salary from service is the reason for increased amount of money of my household earning.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,80,NA,NA,NA,NA,NA,101,"To meet the needs of todays life style we spend our money on mobile phone, motorbike, TV because we also have good income now. [For driver see answer to E4: We all three brothers are engaged in different income generating activities. Vegetable farming, income from business and salary from service is the reason for increased amount of money of my household earning.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,71,NA,NA,NA,NA,NA,102,"I have purchased various assets thus I feeel that the total value of my assects has increased. Such as motor bike, tv, refregerator etc. [For driver see answer to E4: We all three brothers are engaged in different income generating activities. Vegetable farming, income from business and salary from service is the reason for increased amount of money of my household earning.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,71,NA,NA,NA,NA,NA,102,"I have purchased various assets thus I feeel that the total value of my assects has increased. Such as motor bike, tv, refregerator etc. [For driver see answer to E4: We all three brothers are engaged in different income generating activities. Vegetable farming, income from business and salary from service is the reason for increased amount of money of my household earning.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,71,NA,NA,NA,NA,NA,102,"I have purchased various assets thus I feeel that the total value of my assects has increased. Such as motor bike, tv, refregerator etc. [For driver see answer to E4: We all three brothers are engaged in different income generating activities. Vegetable farming, income from business and salary from service is the reason for increased amount of money of my household earning.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,80,NA,NA,NA,NA,NA,117,The proportion of money earned from different sources has increased compared to past. At the same time expenses have also increased but still its ok. These days we spend more on consumption in various products that we get from market. But over all we are doing good. [For driver see answer to E2: It has changed since last five years due to remittance money.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,71,NA,NA,NA,NA,NA,118,This year we bought a mini tractor which will help us in ploughing field and will save our time. [For driver see answer to E2: It has changed since last five years due to remittance money.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,71,NA,NA,NA,NA,NA,121,"Recently we have  purchased land, we invested on tailoring shop and mini tractor but regarding saving my son knows everything I am unknown about this. I mean we have added to property and that too is saving only. [For driver see answer to E2: It has changed since last five years due to remittance money.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,129,NA,NA,NA,NA,NA,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,129,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,130,NA,NA,NA,NA,NA,146,It is difficult to gain weight of pigs as we are not able to feed them with proper food�There is no profit from pig farming.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,84,NA,NA,NA,NA,NA,152,"We are more conscious on spending and saving. So we are controlling money and saving for better tomorrow. As a head of the household, I take all the decisions and control money. [For driver see answer to F3: Now we have good income from shop, tenants and also son and daughters income. So we have saved money.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,84,NA,NA,NA,NA,NA,152,"We are more conscious on spending and saving. So we are controlling money and saving for better tomorrow. As a head of the household, I take all the decisions and control money. [For driver see answer to F3: Now we have good income from shop, tenants and also son and daughters income. So we have saved money.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,73,NA,NA,NA,NA,NA,155,"As we have saved now and also live with bonding. And we do all the works on a shared basis so our wellbeing is better. All the family member are busy in their own work.[For driver see answer to F3: Now we have good income from shop, tenants and also son and daughters income. So we have saved money.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,73,NA,NA,NA,NA,NA,155,"As we have saved now and also live with bonding. And we do all the works on a shared basis so our wellbeing is better. All the family member are busy in their own work. [For driver see answer to F3: Now we have good income from shop, tenants and also son and daughters income. So we have saved money.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,63,NA,NA,NA,NA,NA,163,"Due to increase in income, now I can spend more on the household purpose.  Earlier we even had to control money for eating food and wearing good clothes, but now on this issue we are not facing any problem. [For driver see answer to E4: Now remittance is another source of money.].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,64,NA,NA,NA,NA,NA,163,"Due to increase in income, now I can spend more on the household purpose.  Earlier we even had to control money for eating food and wearing good clothes, but now on this issue we are not facing any problem. [For driver see answer to E4: Now remittance is another source of money.].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,73,NA,NA,NA,NA,NA,167,At the time of  marriage I had suffered a lot in this house. I had to work hard and I didnt have any money. Now I work in the field from where I earn some money. Now I am clearing the loan. I am free to do what ever I like so I am happy now a days. [For driver see answer to E2: But now we have started cash crops like tomato and cucumber.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,73,NA,NA,NA,NA,NA,168,Earlier  even we had difficulties to have rice in our meal. But now we earn some money. Along with this we are providing a quality education for the children. Earlier we had lots of loan. Now we are clearing them and only a part of it is left.  After some year we will have some saving too.[For driver see answer to E4: Now remittance is another source of money.].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,73,NA,NA,NA,NA,NA,168,Earlier  even we had difficulties to have rice in our meal. But now we earn some money. Along with this we are providing a quality education for the children. Earlier we had lots of loan. Now we are clearing them and only a part of it is left.  After some year we will have some saving too. [For driver see answer to E2: But now we have started cash crops like tomato and cucumber.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,73,NA,NA,NA,NA,NA,168,Earlier  even we had difficulties to have rice in our meal. But now we earn some money. Along with this we are providing a quality education for the children. Earlier we had lots of loan. Now we are clearing them and only a part of it is left.  After some year we will have some saving too.[For driver see answer to E4: Now remittance is another source of money.].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,73,NA,NA,NA,NA,NA,168,Earlier  even we had difficulties to have rice in our meal. But now we earn some money. Along with this we are providing a quality education for the children. Earlier we had lots of loan. Now we are clearing them and only a part of it is left.  After some year we will have some saving too. [For driver see answer to E2: But now we have started cash crops like tomato and cucumber.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,73,NA,NA,NA,NA,NA,168,Earlier  even we had difficulties to have rice in our meal. But now we earn some money. Along with this we are providing a quality education for the children. Earlier we had lots of loan. Now we are clearing them and only a part of it is left.  After some year we will have some saving too.[For driver see answer to E4: Now remittance is another source of money.].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,73,NA,NA,NA,NA,NA,168,Earlier  even we had difficulties to have rice in our meal. But now we earn some money. Along with this we are providing a quality education for the children. Earlier we had lots of loan. Now we are clearing them and only a part of it is left.  After some year we will have some saving too. [For driver see answer to E2: But now we have started cash crops like tomato and cucumber.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,71,NA,NA,NA,NA,NA,175,My brother have purchased a motorbike. [For driver see answer to E4: From the means of remittance.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,73,NA,NA,NA,NA,NA,177,All of the family members are busy in their own work. These days we have some saving too. We are earning money through which we are providing a good education to the children. So everything is going well. [For driver see answer to E4: From the means of remittance.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,73,NA,NA,NA,NA,NA,177,All of the family members are busy in their own work. These days we have some saving too. We are earning money through which we are providing a good education to the children. So everything is going well. [For driver see answer to E4: From the means of remittance.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,115,NA,NA,NA,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,106,NA,NA,NA,NA,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,106,NA,NA,NA,NA,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,117,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,117,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,107,NA,NA,NA,NA,NA,208,"Due to a change in the seasonal pattern  especially climatic abruptions, production rate is comparatively low. Earlier except rice, we used to produce all the goods needed for us. But nowadays we purchase various goods from the market too.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,117,NA,NA,NA,NA,NA,208,We also don�t have enough water supply for own self so there is always lack of water for our crops as well. This is an issue that has adversely affected our production.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,73,NA,NA,NA,NA,NA,217,We all are living happily. We share with each other. We have a feeling of togetherness in the community. We have some saving we don�t have any problem. [For driver see answer to E1: My husband is present ward chairperson. Thus his salary and allowance is the main source of income these days.],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,80,NA,NA,NA,NA,NA,226,"We have to buy most of the thing in household. We have to spend on education, foods, TV channels, phone charge and so on. [For driver see E4: Income has increased due to remittance money and labour work.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,80,NA,NA,NA,NA,NA,226,"We have to buy most of the thing in household. We have to spend on education, foods, TV channels, phone charge and so on. [For driver see E4: Income has increased due to remittance money and labour work.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,73,NA,NA,NA,NA,NA,230,"We have some saving too. So we can afford our children a quality education. This is something that is adding to our confidence. This is the real change in the last five years. [For driver see answer to H2: Now, husband earns from labour work. We are getting remittance money also.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,73,NA,NA,NA,NA,NA,230,"We have some saving too. So we can afford our children a quality education. This is something that is adding to our confidence. This is the real change in the last five years. [For driver see answer to H2: Now, husband earns from labour work. We are getting remittance money also.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,9,NA,0.5,0.5,NA,NA,1,NA,NA,NA,NA,NA,I had gone to Saudi Arabia 3 years ago and returned back 6 months ago due to leg pain.,NA,NA,NA,NA,NA
